Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","1199.948148","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","13686.476584","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","1181.448148","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","13350.149135","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","1249.733333","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","14004.811208","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","1336.692593","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","14861.882712","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","1436.585185","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","15862.651661","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","1467.977778","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","16110.556284","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","1605.944444","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","17527.169624","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","1687.533333","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","18319.45605","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","1370.351852","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","14788.395191","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","1421.2","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","15245.818985","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","1691.481481","F","Forecast value",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2022","2022","USD","18039.967588","E","Estimated value",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1970","1970","million USD","33984.52748","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1970","1970","USD","1425.357894","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1971","1971","million USD","40656.24771","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1971","1971","USD","1678.388788","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1972","1972","million USD","38310.46804","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1972","1972","USD","1556.526579","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1973","1973","million USD","43140.63075","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1973","1973","USD","1724.205312","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1974","1974","million USD","48535.08432","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1974","1974","USD","1907.094439","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1975","1975","million USD","51660.38969","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1975","1975","USD","1996.493745","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1976","1976","million USD","54697.55726","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1976","1976","USD","2080.525773","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1977","1977","million USD","61570.25691","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1977","1977","USD","2304.812606","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1978","1978","million USD","63778.20223","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1978","1978","USD","2349.440726","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1979","1979","million USD","73916.29716","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1979","1979","USD","2679.667129","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1980","1980","million USD","81764.36952","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1980","1980","USD","2917.571607","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1981","1981","million USD","84652.80657","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1981","1981","USD","2973.269614","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1982","1982","million USD","87041.46617","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1982","1982","USD","3009.445162","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1983","1983","million USD","94170.34221","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1983","1983","USD","3205.565682","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1984","1984","million USD","99524.44894","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1984","1984","USD","3336.14212","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1985","1985","million USD","95529.91065","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1985","1985","USD","3154.143936","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1986","1986","million USD","114734.8428","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1986","1986","USD","3731.417535","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1987","1987","million USD","117919.338","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1987","1987","USD","3777.473949","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1988","1988","million USD","137512.0932","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1988","1988","USD","4339.181337","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1989","1989","million USD","83044.45865","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1989","1989","USD","2581.765304","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1990","1990","million USD","153185.7232","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1990","1990","USD","4693.526965","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1991","1991","million USD","205589.5213","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1991","1991","USD","6210.082556","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1992","1992","million USD","247929.4198","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1992","1992","USD","7385.82325","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1993","1993","million USD","256573.0749","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1993","1993","USD","7540.225857","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1994","1994","million USD","279266.9924","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1994","1994","USD","8097.348546","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1995","1995","million USD","279701.4254","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1995","1995","USD","8003.792851","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1996","1996","million USD","295030.7686","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1996","1996","USD","8336.707754","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1997","1997","million USD","317532.579","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1997","1997","USD","8865.669983","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1998","1998","million USD","324135.1047","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1998","1998","USD","8945.805213","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","1999","1999","million USD","307410.162","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","1999","1999","USD","8387.032494","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2000","2000","million USD","308148.2335","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2000","2000","USD","8312.430528","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2001","2001","million USD","291334.7183","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2001","2001","USD","7772.969216","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2002","2002","million USD","110583.5903","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2002","2002","USD","2918.925922","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2003","2003","million USD","140444.1397","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2003","2003","USD","3669.040649","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2004","2004","million USD","165947.7504","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2004","2004","USD","4291.515836","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2005","2005","million USD","200622.2059","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2005","2005","USD","5134.876717","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2006","2006","million USD","234391.2342","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2006","2006","USD","5937.434934","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2007","2007","million USD","289755.1427","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2007","2007","USD","7266.384194","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2008","2008","million USD","365644.3766","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2008","2008","USD","9078.970895","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2009","2009","million USD","336359.3896","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2009","2009","USD","8267.539946","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2010","2010","million USD","426487.4349","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","10376.792179","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2011","2011","million USD","530158.1767","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","12768.514644","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","581430.9044","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","13859.311731","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","613316.0274","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","14469.003851","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","567050.1453","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","13241.393384","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","644903.2005","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","14908.621297","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","557532.3174","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","12767.455355","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","643628.3962","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","14609.78337","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","524819.8986","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","11816.649537","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","447754.6867","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","10006.69311","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","385540.4068","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","8560.70994","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","487227.1254","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","10761.081627","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","625920.9878","F","Forecast value",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2022","2022","USD","13753.386382","E","Estimated value",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","1990","1990","million USD","2301.720664","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","1990","1990","USD","647.179931","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","1991","1991","million USD","2101.656351","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","1991","1991","USD","580.948237","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","1992","1992","million USD","1251.976343","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","1992","1992","USD","350.24677","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","1993","1993","million USD","1168.728174","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","1993","1993","USD","338.041712","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","1994","1994","million USD","1257.275245","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","1994","1994","USD","372.668109","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","1995","1995","million USD","1372.097033","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","1995","1995","USD","412.936218","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","1996","1996","million USD","1703.037605","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","1996","1996","USD","516.244396","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","1997","1997","million USD","1747.514993","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","1997","1997","USD","534.176615","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","1998","1998","million USD","2017.852886","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","1998","1998","USD","622.688397","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","1999","1999","million USD","1968.057835","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","1999","1999","USD","613.861328","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2000","2000","million USD","2038.534803","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2000","2000","USD","643.370682","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2001","2001","million USD","2259.108208","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2001","2001","USD","721.038082","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2002","2002","million USD","2534.163311","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2002","2002","USD","816.14593","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2003","2003","million USD","2993.550393","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2003","2003","USD","970.639231","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2004","2004","million USD","3814.176694","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2004","2004","USD","1244.127184","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2005","2005","million USD","5225.97185","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2005","2005","USD","1714.981938","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2006","2006","million USD","6808.524718","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2006","2006","USD","2249.646857","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2007","2007","million USD","9817.806812","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2007","2007","USD","3267.817097","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2008","2008","million USD","12436.66419","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2008","2008","USD","4168.591758","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2009","2009","million USD","9222.356746","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2009","2009","USD","3111.145697","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2010","2010","million USD","9875.377779","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","3351.797591","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2011","2011","million USD","10815.77761","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","3692.682224","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2012","2012","million USD","10619.32069","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","3643.715404","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2013","2013","million USD","11121.46443","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","3833.157072","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2014","2014","million USD","11609.51324","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","4017.229912","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2015","2015","million USD","10553.33753","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","3666.141826","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2016","2016","million USD","10546.13624","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","3679.952349","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2017","2017","million USD","11527.45871","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","4041.995071","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2018","2018","million USD","12457.94071","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","4391.923275","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2019","2019","million USD","13619.29055","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","4828.50489","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2020","2020","million USD","12641.69859","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","4505.867744","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2021","2021","million USD","13861.41891","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","4966.516675","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2022","2022","million USD","18449.79109","F","Forecast value",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2022","2022","USD","6635.496058","E","Estimated value",""
"MK","Macro Indicators","533","Aruba","6110","Value US$","22008","Gross Domestic Product","1970","1970","million USD","197.623955","X","Figure from international organizations",""
"MK","Macro Indicators","533","Aruba","6119","Value US$ per capita","22008","Gross Domestic Product","1970","1970","USD","3343.551506","X","Figure from international organizations",""
