Country Code,Country,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"107","Côte d'Ivoire","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","62.600000","AS"
"107","Côte d'Ivoire","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","62.100000","AS"
"107","Côte d'Ivoire","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","62.200000","AS"
"107","Côte d'Ivoire","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","57.500000","AS"
"107","Côte d'Ivoire","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","60.900000","AS"
"107","Côte d'Ivoire","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","62.900000","AS"
"107","Côte d'Ivoire","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","59.600000","AS"
"107","Côte d'Ivoire","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","55.100000","AS"
"107","Côte d'Ivoire","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","53.800000","AS"
"107","Côte d'Ivoire","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","59.100000","AS"
"250","Democratic Republic of the Congo","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.120000","AS"
"250","Democratic Republic of the Congo","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.210000","AS"
"250","Democratic Republic of the Congo","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.210000","AS"
"250","Democratic Republic of the Congo","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","11.400000","AS"
"250","Democratic Republic of the Congo","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","18.800000","AS"
"250","Democratic Republic of the Congo","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","19.800000","AS"
"55","Dominica","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.390000","AS"
"55","Dominica","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.350000","AS"
"55","Dominica","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.200000","AS"
"55","Dominica","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.230000","AS"
"55","Dominica","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.300000","AS"
"55","Dominica","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2012","2012","","0.180000","AS"
"55","Dominica","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","0.300000","AS"
"55","Dominica","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","0.300000","AS"
"55","Dominica","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","0.200000","AS"
"55","Dominica","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","0.200000","AS"
"55","Dominica","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","0.300000","AS"
"55","Dominica","23045","Agriculture research spending","6084","2011 PPP$","2012","2012","I$","0.200000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","0.420000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.450000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.450000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.330000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.330000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.310000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.280000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.290000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2012","2012","","0.300000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","20.700000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","25.200000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","26.900000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","21.400000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","21.000000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","19.600000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","18.800000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","19.300000","AS"
"56","Dominican Republic","23045","Agriculture research spending","6084","2011 PPP$","2012","2012","I$","20.400000","AS"
"59","Egypt","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.420000","AS"
"59","Egypt","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.410000","AS"
"59","Egypt","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.380000","AS"
"59","Egypt","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2012","2012","","0.440000","AS"
"59","Egypt","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","425.500000","AS"
"59","Egypt","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","450.900000","AS"
"59","Egypt","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","449.500000","AS"
"59","Egypt","23045","Agriculture research spending","6084","2011 PPP$","2012","2012","I$","528.400000","AS"
"60","El Salvador","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","0.200000","AS"
"60","El Salvador","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","0.190000","AS"
"60","El Salvador","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","0.190000","AS"
"60","El Salvador","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","0.180000","AS"
"60","El Salvador","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","0.150000","AS"
"60","El Salvador","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.120000","AS"
"60","El Salvador","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.150000","AS"
"60","El Salvador","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","7.400000","AS"
"60","El Salvador","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","6.900000","AS"
"60","El Salvador","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","6.400000","AS"
"60","El Salvador","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","5.800000","AS"
"60","El Salvador","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","5.200000","AS"
"60","El Salvador","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","5.000000","AS"
"60","El Salvador","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","6.600000","AS"
"178","Eritrea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","2.150000","AS"
"178","Eritrea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","1.400000","AS"
"178","Eritrea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","1.380000","AS"
"178","Eritrea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","1.440000","AS"
"178","Eritrea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","1.070000","AS"
"178","Eritrea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.360000","AS"
"178","Eritrea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.460000","AS"
"178","Eritrea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.450000","AS"
"178","Eritrea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.640000","AS"
"178","Eritrea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.440000","AS"
"178","Eritrea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.360000","AS"
"178","Eritrea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.300000","AS"
"178","Eritrea","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","15.400000","AS"
"178","Eritrea","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","13.200000","AS"
"178","Eritrea","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","12.000000","AS"
"178","Eritrea","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","10.600000","AS"
"178","Eritrea","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","7.200000","AS"
"178","Eritrea","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","5.200000","AS"
"178","Eritrea","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","7.200000","AS"
"178","Eritrea","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","7.000000","AS"
"178","Eritrea","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","6.300000","AS"
"178","Eritrea","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","3.800000","AS"
"178","Eritrea","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","3.100000","AS"
"178","Eritrea","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","2.900000","AS"
"238","Ethiopia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","0.310000","AS"
"238","Ethiopia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","0.530000","AS"
"238","Ethiopia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","0.600000","AS"
"238","Ethiopia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","0.590000","AS"
"238","Ethiopia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","0.490000","AS"
"238","Ethiopia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.380000","AS"
"238","Ethiopia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.330000","AS"
"238","Ethiopia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.300000","AS"
"238","Ethiopia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.220000","AS"
"238","Ethiopia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.190000","AS"
"238","Ethiopia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.240000","AS"
"238","Ethiopia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.200000","AS"
"238","Ethiopia","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","56.400000","AS"
"238","Ethiopia","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","100.600000","AS"
"238","Ethiopia","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","105.800000","AS"
"238","Ethiopia","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","97.700000","AS"
"238","Ethiopia","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","95.000000","AS"
"238","Ethiopia","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","87.600000","AS"
"238","Ethiopia","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","86.700000","AS"
"238","Ethiopia","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","88.100000","AS"
"238","Ethiopia","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","76.100000","AS"
"238","Ethiopia","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","72.700000","AS"
"238","Ethiopia","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","92.600000","AS"
"238","Ethiopia","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","87.200000","AS"
"74","Gabon","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","0.220000","AS"
"74","Gabon","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","0.210000","AS"
"74","Gabon","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","0.260000","AS"
"74","Gabon","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","0.090000","AS"
"74","Gabon","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","0.110000","AS"
"74","Gabon","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.220000","AS"
"74","Gabon","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.190000","AS"
"74","Gabon","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.130000","AS"
"74","Gabon","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.110000","AS"
"74","Gabon","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.130000","AS"
"74","Gabon","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.150000","AS"
"74","Gabon","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.080000","AS"
"74","Gabon","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","2.900000","AS"
"74","Gabon","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","2.900000","AS"
"74","Gabon","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","3.400000","AS"
"74","Gabon","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","1.200000","AS"
"74","Gabon","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","1.400000","AS"
"74","Gabon","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","2.500000","AS"
"74","Gabon","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","2.200000","AS"
"74","Gabon","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","1.500000","AS"
"74","Gabon","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","1.200000","AS"
"74","Gabon","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","1.800000","AS"
"74","Gabon","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","1.600000","AS"
"74","Gabon","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","0.900000","AS"
"75","Gambia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","0.850000","AS"
"75","Gambia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","0.900000","AS"
"75","Gambia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","0.890000","AS"
"75","Gambia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","1.060000","AS"
"75","Gambia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","1.110000","AS"
"75","Gambia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","1.040000","AS"
"75","Gambia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","1.220000","AS"
"75","Gambia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","1.010000","AS"
"75","Gambia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.670000","AS"
"75","Gambia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.520000","AS"
"75","Gambia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.400000","AS"
"75","Gambia","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.860000","AS"
"75","Gambia","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","4.000000","AS"
"75","Gambia","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","4.700000","AS"
"75","Gambia","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","4.200000","AS"
"75","Gambia","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","6.000000","AS"
"75","Gambia","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","6.700000","AS"
"75","Gambia","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","6.300000","AS"
"75","Gambia","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","6.000000","AS"
"75","Gambia","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","4.800000","AS"
"75","Gambia","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","4.200000","AS"
"75","Gambia","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","3.600000","AS"
"75","Gambia","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","3.200000","AS"
"75","Gambia","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","5.200000","AS"
"81","Ghana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","0.590000","AS"
"81","Ghana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","0.550000","AS"
"81","Ghana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","0.530000","AS"
"81","Ghana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","0.640000","AS"
"81","Ghana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","0.620000","AS"
"81","Ghana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.580000","AS"
"81","Ghana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.520000","AS"
"81","Ghana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.580000","AS"
"81","Ghana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.610000","AS"
"81","Ghana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.710000","AS"
"81","Ghana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.670000","AS"
"81","Ghana","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.690000","AS"
"81","Ghana","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","87.700000","AS"
"81","Ghana","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","84.500000","AS"
"81","Ghana","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","84.800000","AS"
"81","Ghana","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","112.400000","AS"
"81","Ghana","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","118.900000","AS"
"81","Ghana","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","117.900000","AS"
"81","Ghana","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","86.800000","AS"
"81","Ghana","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","96.900000","AS"
"81","Ghana","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","117.900000","AS"
"81","Ghana","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","151.200000","AS"
"81","Ghana","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","139.800000","AS"
"81","Ghana","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","139.000000","AS"
"86","Grenada","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","1.630000","AS"
"86","Grenada","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","1.500000","AS"
"86","Grenada","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","1.220000","AS"
"86","Grenada","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","1.350000","AS"
"86","Grenada","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","1.700000","AS"
"86","Grenada","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2012","2012","","1.290000","AS"
"86","Grenada","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","0.700000","AS"
"86","Grenada","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","0.700000","AS"
"86","Grenada","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","0.700000","AS"
"86","Grenada","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","0.700000","AS"
"86","Grenada","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","0.900000","AS"
"86","Grenada","23045","Agriculture research spending","6084","2011 PPP$","2012","2012","I$","0.700000","AS"
"89","Guatemala","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","0.130000","AS"
"89","Guatemala","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.120000","AS"
"89","Guatemala","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.140000","AS"
"89","Guatemala","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.140000","AS"
"89","Guatemala","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.120000","AS"
"89","Guatemala","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.110000","AS"
"89","Guatemala","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.120000","AS"
"89","Guatemala","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.110000","AS"
"89","Guatemala","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2012","2012","","0.140000","AS"
"89","Guatemala","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","13.200000","AS"
"89","Guatemala","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","12.400000","AS"
"89","Guatemala","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","14.100000","AS"
"89","Guatemala","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","14.700000","AS"
"89","Guatemala","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","13.200000","AS"
"89","Guatemala","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","12.000000","AS"
"89","Guatemala","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","12.900000","AS"
"89","Guatemala","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","12.800000","AS"
"89","Guatemala","23045","Agriculture research spending","6084","2011 PPP$","2012","2012","I$","15.600000","AS"
"90","Guinea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2000","2000","","0.640000","AS"
"90","Guinea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2001","2001","","0.390000","AS"
"90","Guinea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2002","2002","","0.370000","AS"
"90","Guinea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2003","2003","","0.310000","AS"
"90","Guinea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2004","2004","","0.210000","AS"
"90","Guinea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2005","2005","","0.240000","AS"
"90","Guinea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2006","2006","","0.210000","AS"
"90","Guinea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2007","2007","","0.160000","AS"
"90","Guinea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2008","2008","","0.140000","AS"
"90","Guinea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.120000","AS"
"90","Guinea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2010","2010","","0.100000","AS"
"90","Guinea","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2011","2011","","0.210000","AS"
"90","Guinea","23045","Agriculture research spending","6084","2011 PPP$","2000","2000","I$","13.500000","AS"
"90","Guinea","23045","Agriculture research spending","6084","2011 PPP$","2001","2001","I$","8.700000","AS"
"90","Guinea","23045","Agriculture research spending","6084","2011 PPP$","2002","2002","I$","8.800000","AS"
"90","Guinea","23045","Agriculture research spending","6084","2011 PPP$","2003","2003","I$","7.000000","AS"
"90","Guinea","23045","Agriculture research spending","6084","2011 PPP$","2004","2004","I$","5.500000","AS"
"90","Guinea","23045","Agriculture research spending","6084","2011 PPP$","2005","2005","I$","6.300000","AS"
"90","Guinea","23045","Agriculture research spending","6084","2011 PPP$","2006","2006","I$","5.600000","AS"
"90","Guinea","23045","Agriculture research spending","6084","2011 PPP$","2007","2007","I$","4.500000","AS"
"90","Guinea","23045","Agriculture research spending","6084","2011 PPP$","2008","2008","I$","4.100000","AS"
"90","Guinea","23045","Agriculture research spending","6084","2011 PPP$","2009","2009","I$","3.400000","AS"
"90","Guinea","23045","Agriculture research spending","6084","2011 PPP$","2010","2010","I$","2.700000","AS"
"90","Guinea","23045","Agriculture research spending","6084","2011 PPP$","2011","2011","I$","5.600000","AS"
"175","Guinea-Bissau","23045","Agriculture research spending","6083","Share of Value Added (Agriculture, Forestry and Fishing)","2009","2009","","0.050000","AS"
