Country,Year,Total Agri Production,GDP(1000 USD),GDP per capita,Country_Code,No of frost days,Precipitation,Avg temperature,"Gross enrolment ratio, primary to tertiary, both sexes (%)","Gross enrolment ratio, primary to tertiary, female (%)","Gross enrolment ratio, primary to tertiary, male (%)",Area,Population,Fertilizer Use Per Capita,Credit to Agriculture,FDI inflows to Agriculture,Agriculture share of Government Expenditure,Water Use Efficiency,Gini coefficient,Agri_Prod_Per_Capita
Croatia,2011.0,4638530.0,63408300.7,14570.451018,HRV,5.88,59.32,12.5,84.40065,88.42334,80.56511,1326.1,4351842.0,64.09,,200060887.0,2.67,2.12,0.3225743432948403,1065.8773916883931
Croatia,2012.0,4245036.0,57369360.29,13244.396184,HRV,5.35,82.13,12.76,86.1472,90.06345,82.41362,1331.0,4331595.0,40.059999999999995,,5364200.0,2.76,1.15,0.3247515039306038,980.0168298282734
Croatia,2013.0,4121609.0,59032072.57,13700.179345,HRV,4.81,103.87,12.43,88.7137,92.67724,84.93571,1567.3,4308854.0,32.71,,64869817.0,2.04,0.86,0.3199548523535689,956.544129831273
Croatia,2014.0,3384415.0,58423979.769999996,13637.806169,HRV,1.8,122.87,13.17,89.33918,93.5167,85.35868,1688.0,4283972.0,36.46,,-5448912.0,1.92,0.53,0.3210714892294795,790.0180019850736
Croatia,2015.0,3023940.0,50242787.8,11808.45414,HRV,3.9,81.91,12.93,88.88194,93.19377,84.77606,1688.0,4254815.0,36.050000000000004,,45355554.0,1.53,0.41,0.3111531483989218,710.7101013792609
Croatia,2016.0,3335270.0,52397489.75,12405.440034,HRV,4.74,96.32,12.53,88.39106,92.92302,84.0801,1688.0,4223751.0,24.62,,53033370.0,1.52,0.39,0.3089972562525938,789.6464540641718
Croatia,2017.0,3185218.0,56323840.39,13434.533984,HRV,4.85,90.54,12.63,88.56758,93.20417,84.15782,1688.0,4192466.9999999995,41.61,,15008389.0,1.54,0.48,0.3035457592767838,759.7479002219934
Croatia,2018.0,3482046.0,62316838.11,14978.262897,HRV,4.67,94.17,13.21,88.2476,93.04601,83.68705,1688.0,4160484.9999999995,42.71,,-33683601.0,1.28,0.61,0.297294736028056,836.9327133735611
Cyprus,1991.0,1018791.0,6460308.316,8084.875017,CYP,0.0,46.35,19.27,54.45471,55.526,53.47036,159.2,799061.0,27.72,145252153.0,-387842.0,5.45,1.5,0.3008940076408155,1274.9852639535654
Cyprus,1992.0,1148512.0,7742005.288000001,9552.948108,CYP,0.0,31.19,18.34,54.89392,56.26525,53.62997,159.6,810431.0,34.989999999999995,145252153.0,-387842.0,5.45,1.5,0.3008940076408155,1417.1619792431434
Cyprus,1993.0,1073141.0,7384980.1729999995,8940.805502,CYP,0.0,22.35,19.25,74.74817,74.76389,74.73321,158.7,825986.0,31.740000000000002,145252153.0,-387842.0,5.45,1.5,0.3008940076408155,1299.2241999259068
Cyprus,1994.0,1046764.0,8315502.848,9847.311187,CYP,0.0,40.15,20.1,75.3996,75.49358,75.30951,143.4,844444.0,31.159999999999997,145252153.0,-387842.0,5.45,1.5,0.3008940076408155,1239.5895997839998
Cyprus,1995.0,1298520.0,9933043.85,11517.667593,CYP,0.0,18.66,19.52,76.04993,76.204,75.90153,143.1,862418.0,29.650000000000002,145252153.0,-387842.0,5.45,1.5,0.3008940076408155,1505.6735828797637
Cyprus,1996.0,1187924.0,10015185.96,11380.143081,CYP,0.0,34.76,19.69,76.39556,76.97951,75.83203,143.2,880058.0,28.92,145252153.0,-387842.0,5.45,1.5,0.3008940076408155,1349.8246706467073
Cyprus,1997.0,943284.0,9536405.414,10625.864695,CYP,0.0,29.7,19.35,76.32422,76.69013,75.9701,142.2,897471.0,22.67,145252153.0,-387842.0,5.45,1.5,0.3008940076408155,1051.046774770438
Cyprus,1999.0,1044360.0,10490240.47,11260.455635,CYP,0.0,20.24,20.71,74.62187,75.15169,74.10987,144.2,931600.0,21.659999999999997,145252153.0,289785.0,5.45,1.5,0.3008940076408155,1121.039072563332
Cyprus,2000.0,896944.0,9962865.042,10506.724629,CYP,0.0,32.66,20.08,73.60527,74.26661,72.96703,141.5,948237.0,15.209999999999999,145252153.0,193477.0,5.45,1.5,0.3008940076408155,945.9069831698193
Cyprus,2001.0,968157.0,10390206.389999999,10768.950375,CYP,0.0,36.65,20.63,73.63991,74.32866,72.97404,140.0,964830.0,15.239999999999998,145252153.0,220132.0,5.45,1.73,0.3008940076408155,1003.4482758620688
Cyprus,2002.0,1036901.0,11383256.5,11589.621297,CYP,0.0,29.59,20.37,75.8578,76.9644,74.80749,140.0,982194.0,16.259999999999998,145252153.0,126888.0,4.48,1.54,0.3008940076408155,1055.6987723402913
Cyprus,2003.0,1167593.0,14529168.06,14524.08463,CYP,0.0,34.76,20.3,77.86236,78.34775,77.40399,154.0,1000350.0,17.72,145252153.0,33644.0,4.29,1.25,0.3008940076408155,1167.1844854300994
Cyprus,2004.0,1273069.0,17306404.39,16988.982246,CYP,0.0,36.7,19.97,78.53116,78.8909,78.19086,156.0,1018684.0,14.58,145252153.0,-59600.0,4.3,1.08,0.3008940076408155,1249.7192456149307
Cyprus,2005.0,1277548.0,18693510.310000002,18025.451043,CYP,0.0,24.56,19.77,77.5558,78.49062,76.6658,167.0,1037061.9999999999,12.93,133383076.99999999,-62180.0,3.27,1.26,0.3025945618650419,1231.8916323228507
Cyprus,2006.0,1271093.0,20405444.75,19333.627129,CYP,0.0,27.01,19.74,77.5825,77.82755,77.3462,157.0,1055438.0,11.879999999999999,136140310.0,-68997.0,2.88,1.07,0.3112596183927297,1204.3274924723196
Cyprus,2007.0,1442632.0,24051825.59,22397.271921,CYP,0.0,27.23,20.24,78.66215,78.41193,78.90538,147.2,1073873.0,11.23,299843630.0,-108125.0,2.62,0.97,0.3111327225994502,1343.3916301089607
Cyprus,2008.0,1573977.0,27845765.61,25490.681542,CYP,0.0,18.12,20.44,81.33005,80.74988,81.89509,115.6,1092390.0,8.45,299843630.0,-108125.0,2.77,1.63,0.3170866175997568,1440.856287589597
Cyprus,2009.0,1395149.0,25943838.68,23352.33649,CYP,0.0,39.65,20.45,84.95283,83.48458,86.37983,127.6,1110974.0,14.200000000000001,299843630.0,-108125.0,1.9,1.16,0.3210884693328554,1255.7890643705434
Cyprus,2010.0,1341179.0,25774756.79,22815.859265,CYP,0.0,24.57,21.15,79.20376,78.4348,79.93578,114.5,1129686.0,14.82,299843630.0,-108125.0,2.08,1.11,0.3145792856269421,1187.213969191439
Cyprus,2011.0,1437238.0,27605414.57,24107.721665,CYP,0.0,35.05,19.93,78.41915,78.76705,78.08754,116.3,1145086.0,11.09,299843630.0,-108125.0,1.84,1.03,0.3262552444524061,1255.1354221429656
Cyprus,2012.0,1237167.0,25048901.81,21658.18327,CYP,0.0,49.89,20.34,78.51525,80.15341,76.95324,116.9,1156556.0,14.57,299843630.0,-108125.0,1.69,0.87,0.3431243343540633,1069.6991758289264
Cyprus,2013.0,1205051.0,23952838.169999998,20525.70265,CYP,0.0,23.1,20.4,80.20066,82.41933,78.08795,109.23,1166968.0,12.56,299843630.0,-108125.0,1.8,0.83,0.3704199291671629,1032.6341424957668
Cyprus,2014.0,1156536.0,23195020.65,19706.983165,CYP,0.0,28.47,20.41,82.8592,86.2574,79.6392,109.38,1176995.0,10.77,299843630.0,-108125.0,1.48,0.66,0.3556565297299039,982.6175982056
Cyprus,2015.0,1007802.0,19901316.09,16762.108424,CYP,0.0,33.35,20.33,85.66935,88.69626,82.76509,127.18,1187280.0,13.090000000000002,299843630.0,-108125.0,1.68,0.59,0.3396637799607745,848.8326258338386
Cyprus,2016.0,955370.0,21032147.33,17557.793579,CYP,0.0,25.61,20.83,87.93017,89.72326,86.18577,109.69,1197881.0,13.9,299843630.0,-108125.0,2.02,0.79,0.3289179537781578,797.5500070541231
Cyprus,2017.0,1030841.0,22946535.93,18987.256287,CYP,0.0,24.27,20.55,91.63994,93.49118,89.84461,121.7652,1208523.0,13.64,299843630.0,-108125.0,1.48,0.71,0.3141623400087115,852.9759052992786
Cyprus,2018.0,995208.0,25597307.1,21001.522853,CYP,0.0,38.3,21.44,93.64703,94.02214,93.27524,132.7799,1218831.0,13.46,299843630.0,-108125.0,1.23,0.73,0.3273986095056375,816.5266554592065
Denmark,1991.0,13845839.0,139225595.70000002,26990.466033,DNK,4.07,57.35,8.42,81.52934,82.81511,80.30512,2770.0,5158325.0,112.55000000000001,,-333505.0,0.19,3.76,0.2469381040965999,2684.1734477761674
Denmark,1992.0,13039098.0,152914810.0,29546.077853,DNK,3.06,57.73,9.15,81.98031,83.4283,80.59758,2756.0,5175469.0,97.96000000000001,,-333505.0,0.19,3.76,0.2469381040965999,2519.40413516147
Denmark,1993.0,11332125.0,143194762.0,27570.459252,DNK,5.49,67.59,7.9,83.98618,85.09592,82.92394,2739.0,5193775.0,92.99,,-333505.0,0.19,3.76,0.24114505744901146,2181.8667539506428
Denmark,1994.0,11312182.0,156163573.4,29951.968507,DNK,3.74,71.68,8.92,86.00551,87.21745,84.84373,2691.0,5213800.0,89.38,,-333505.0,0.19,3.76,0.235352010801423,2169.661667114197
Denmark,1995.0,14332134.0,185007982.3,35339.258924,DNK,5.41,58.07,8.55,87.47573,88.92795,86.08296,2726.0,5235197.0,83.67,,-333505.0,0.19,3.76,0.2295589641538346,2737.6494141481207
Denmark,1996.0,13177039.0,187633263.2,35698.822928,DNK,9.24,47.76,7.08,89.26491,91.30071,87.31348,2716.0,5256007.0,85.42,,-333505.0,0.19,3.76,0.231585022392962,2507.0436550027425
Denmark,1998.0,10114114.0,176991230.60000002,33400.924289,DNK,4.28,76.85,8.45,92.8299,95.8029,89.98163,2672.0,5298992.0,77.75,,-333505.0,0.19,3.76,0.2336110806320894,1908.6864067732129
Denmark,1999.0,10242091.0,177964167.9,33452.829326,DNK,3.87,78.86,9.14,94.59126,98.16394,91.16988,2644.0,5319854.0,70.5,,-333505.0,0.19,3.76,0.2356371388712168,1925.2579112133528
Denmark,2000.0,8940974.0,164157842.10000002,30737.398709,DNK,2.39,71.25,9.41,95.98534,99.50853,92.61213,2647.0,5340655.0,65.34,,-333505.0,0.19,3.76,0.2376631971103442,1674.1343524342988
Denmark,2001.0,9236819.0,164791096.0,30740.317583,DNK,6.06,70.91,8.47,98.36294,102.00742,94.87459,2676.0,5360748.0,57.58,,-333505.0,0.19,3.76,0.24148478647316327,1723.0466718450486
Denmark,2002.0,8470716.0,178634843.2,33211.546068,DNK,4.01,73.24,9.32,99.24252,103.22391,95.43079,2665.0,5378697.0,54.540000000000006,,-333505.0,0.29,3.76,0.24530637583598233,1574.8639493914604
Denmark,2004.0,11783740.0,251374821.1,46416.919813,DNK,4.77,70.92,8.82,101.4104,105.72166,97.28672,2646.0,5415586.0,60.67,,-333505.0,0.22,3.76,0.2491279651988014,2175.893799858409
Denmark,2005.0,10964434.0,264466895.49999997,48648.209825,DNK,5.49,59.4,8.9,102.7116,106.8583,98.75076,2707.0,5436313.0,58.81999999999999,,-333505.0,0.23,3.37,0.2518688905898729,2016.8879164978177
Denmark,2006.0,11407532.0,282885978.40000004,51830.895457,DNK,5.49,72.61,9.55,101.34161,105.40534,97.46703,2710.0,5457864.0,59.589999999999996,,-333505.0,0.24,2.62,0.2591307696762629,2090.1092442024938
Denmark,2007.0,14875860.0,319423375.6,58291.894297,DNK,2.29,77.48,9.61,101.15916,105.35138,97.16324,2663.0,5479722.0,59.93000000000001,,-333505.0,0.21,5.3,0.2618425902975039,2714.7107097768826
Denmark,2008.0,17689083.0,353358901.7,64214.953884,DNK,2.79,69.2,9.56,99.88011,104.29027,95.67787,2668.0,5502751.0,64.47,,-333505.0,0.27,1.78,0.2524650079001688,3214.589030105124
Denmark,2009.0,12899087.0,321243301.09999996,58128.307475,DNK,4.2,66.84,9.0,99.4008,103.75241,95.25525,2634.0,5526452.0,45.269999999999996,,-333505.0,0.32,1.96,0.2670156013173982,2334.0629756668473
Denmark,2010.0,12886858.0,321995279.4,58008.293758,DNK,9.17,65.71,7.13,99.60591,103.68869,95.71688,2626.0,5550849.0,49.6,,-333505.0,0.24,3.01,0.2719855922149722,2321.601254150491
Denmark,2011.0,16773264.0,344003137.6,61693.355543,DNK,4.5,68.23,9.09,101.84136,105.80106,98.06845,2690.0,5576016.0,50.58,,-333505.0,0.38,3.04,0.2731174610785309,3008.109015469109
Denmark,2012.0,17097975.0,327148943.8,58409.451631,DNK,4.64,74.06,8.47,102.83324,106.80127,99.05581,2624.0,5600959.0,46.24,,-333505.0,0.36,4.63,0.2779075050858862,3052.687048771469
Denmark,2013.0,17538740.0,343584391.59999996,61077.489203,DNK,6.8,62.59,8.55,105.15401,109.43633,101.08145,2628.42,5625385.0,49.91,,-333505.0,0.3,1.87,0.2854376286566804,3117.784827171829
Denmark,2014.0,16803429.0,352993631.6,62469.529026,DNK,2.0,72.2,10.2,104.83426,109.74891,100.16613,2653.001,5650653.0,53.18,,-333505.0,0.31,1.56,0.2835287915948955,2973.7145423723596
Denmark,2015.0,13196922.0,302673070.8,53308.197547,DNK,1.83,81.27,9.36,105.27787,110.2982,100.51593,2634.339,5677796.0,56.7,,-333505.0,0.27,0.78,0.2817744646029746,2324.3036558551944
Denmark,2016.0,12396822.0,313115929.3,54866.615599,DNK,3.99,63.36,9.29,104.46369,108.80209,100.35404,2625.49,5706857.0,57.79,,-333505.0,0.28,0.97,0.2818744072592858,2172.267852514966
Denmark,2017.0,14498486.0,332121063.8,57888.203512,DNK,3.26,78.41,9.2,104.0319,108.11611,100.16205,2631.7,5737284.0,67.33,,-333505.0,0.3,1.31,0.2874666138000177,2527.064374013906
Denmark,2018.0,12736434.0,356841216.4,61879.772264,DNK,4.51,55.21,9.76,104.14626,108.18081,100.32094,2632.88,5766686.0,55.839999999999996,,-333505.0,0.31,0.8,0.2816633619443917,2208.622768779157
Dominican Republic,2012.0,7726224.0,60657847.55,6047.11007,DOM,0.0,103.98,24.12,80.66683,83.27566,78.11667,2352.0,10030882.0,5.94,,,2.0,0.16,0.4613375308348997,770.2437333028142
Dominican Republic,2014.0,7300835.0,67170254.56,6532.727416,DOM,0.0,66.91,24.43,81.31662,84.02303,78.67169,2352.0,10282115.0,7.37,,,1.86,0.15,0.4428003183804665,710.0518716236883
Dominican Republic,2015.0,8154690.0,71155035.22999999,6837.995773,DOM,0.0,63.35,24.72,83.25169,87.01566,79.57574,2429.0,10405832.0,11.309999999999999,,,2.32,0.16,0.451816363982718,783.6653522755317
Dominican Republic,2016.0,21544710.0,75682409.31,7188.957295,DOM,0.0,105.44,24.56,83.54416,87.55925,79.62413,2429.0,10527592.0,12.49,,,2.01,0.17,0.4572391711009632,2046.4993324209372
Dominican Republic,2017.0,30697351.0,79998045.97999999,7513.497951,DOM,0.0,109.65,24.43,84.11054,88.74038,79.59214,2429.0,10647244.0,12.43,,,2.3,0.17,0.4219561532079824,2883.126469159531
Ecuador,1991.0,159094.0,16980041.0,1588.957297,ECU,0.0,249.19,20.6,71.89158,,,7914.0,10686279.0,7.7299999999999995,,2316400.0,1.63,0.52,0.4612194087591218,14.887689157282905
Ecuador,2012.0,12462151.0,87924544.0,5678.455721,ECU,0.0,277.65,20.81,87.41539,89.97995,84.94891,7506.9,15483883.0,18.89,,17840478.0,1.63,0.52,0.4612194087591218,804.8466266504338
Ecuador,2013.0,12308133.0,95129659.0,6050.354611,ECU,0.0,247.67,20.81,88.02221,,,7513.0,15722989.0,17.939999999999998,,20756660.0,2.07,0.57,0.4686490305204818,782.811270808623
Ecuador,2015.0,15597631.0,99290381.0,6130.586676,ECU,0.0,280.69,21.52,88.38797,90.20314,86.64428,5789.0,16195902.0,16.8,,67781308.0,2.03,0.67,0.4595429485500615,963.0603469939495
El Salvador,1991.0,1282213.0,5252342.352,961.778983,SLV,0.0,101.13,25.72,58.01824,,,1283.7,5461070.0,14.200000000000001,,21000000.0,2.32,0.1,0.5395189798653132,234.79153352731242
El Salvador,1993.0,1372274.0,6680269.152,1186.340716,SLV,0.0,143.94,25.38,61.21061,,,1296.4,5630987.0,13.27,,21000000.0,2.32,0.1,0.5423380467989658,243.70043830681902
El Salvador,1998.0,1734078.0,10936669.91,1858.371396,SLV,0.0,165.04,25.85,69.39608,68.01079,70.79191,1269.8,5885083.0,14.08,,21000000.0,2.32,0.1,0.5451571137326185,294.65650696855084
El Salvador,1999.0,1545444.0,11284196.95,1904.874894,SLV,0.0,165.11,24.76,70.012,68.24214,71.79394,1295.7,5923852.0,13.26,,5000000.0,2.32,0.1,0.5219768898946427,260.88497822025266
El Salvador,2000.0,1607460.0,11784927.67,1977.840609,SLV,0.0,114.04,25.17,70.57195,68.6988,72.45508,1286.7,5958482.0,13.06,,-11000000.0,2.32,0.1,0.5147436774367206,269.7767652902199
El Salvador,2001.0,1600065.0,12282533.600000001,2051.158774,SLV,0.0,98.63,25.4,71.41094,69.71776,73.11491,1277.7,5988095.0,12.22,,30000000.0,2.32,0.08,0.5137043905398048,267.20768458082244
El Salvador,2002.0,1462061.0,12664190.27,2106.739464,SLV,0.0,112.79,25.91,73.14091,71.13549,75.15991,1263.7,6011275.0,8.22,,8500000.0,1.5,0.06,0.5187049174185503,243.2197828247751
El Salvador,2003.0,1460999.0,13243892.17,2197.481996,SLV,0.0,125.72,25.64,75.25667,73.68043,76.84299,1254.7,6026849.0,8.84,,-1700000.0,0.84,0.05,0.5049769256022152,242.41506631408885
El Salvador,2004.0,1717746.0,13724810.92,2273.955506,SLV,0.0,121.33,25.72,77.59367,76.13046,79.06452,1280.7,6035655.0,9.97,,21900000.0,1.62,0.05,0.4781968454494981,284.59976589119157
El Salvador,2005.0,2062175.0,14698001.42,2434.323766,SLV,0.0,175.92,25.56,77.20773,75.86188,78.55788,1218.6,6037817.0,15.180000000000001,,-1500000.0,0.95,0.05,0.4848493248420019,341.5431438216826
El Salvador,2006.0,2500145.0,15999886.38,2651.430288,SLV,0.0,133.07,25.64,76.52644,75.37968,77.67677,1216.9,6034436.0,10.889999999999999,,600000.0,0.78,0.05,0.4569255924972137,414.3129531906544
El Salvador,2007.0,2625148.0,17011750.85,2814.59003,SLV,0.0,144.6,25.48,78.59447,78.34279,78.8468,1241.3,6044131.0,15.91,,1900000.0,1.12,0.05,0.4521799419979481,434.33009641915436
El Salvador,2008.0,3296854.0,17986886.24,2964.171521,SLV,0.0,175.55,25.09,75.15994,74.06789,76.25354,1237.5,6068099.0,14.39,,2365000.0,1.11,0.05,0.4688567901673587,543.3091978229096
El Salvador,2009.0,3031141.0,17601616.01,2889.685232,SLV,0.0,109.39,25.95,74.68951,73.49381,75.88475,1233.7,6091188.0,13.06,,2830000.0,1.83,0.05,0.4582508607113158,497.62722805469144
El Salvador,2010.0,3026102.0,18447922.439999998,3017.307794,SLV,0.0,194.81,25.54,74.86453,73.44556,76.27925,1229.9,6114034.0,19.740000000000002,,3295000.0,1.44,0.05,0.4351412842323908,494.94360024821583
El Salvador,2011.0,3778050.0,20283783.66,3304.97478,SLV,0.0,161.24,25.53,74.89795,73.37726,76.41422,1226.0,6137349.0,21.03,,3760000.0,0.96,0.06,0.4231836001767365,615.5833732121149
El Salvador,2012.0,3401328.0,21386153.020000003,3471.051759,SLV,0.0,108.37,25.82,74.44712,72.98318,75.90592,1222.2,6161289.0,16.56,,4225000.0,1.15,0.05,0.4182927684598859,552.0481185024757
El Salvador,2013.0,2912650.0,21990962.049999997,3555.162431,SLV,0.0,118.45,25.97,74.39187,73.23285,75.54535,1218.4,6185642.0,16.619999999999997,,4690000.0,1.11,0.04,0.4335896299898032,470.87270811986855
El Salvador,2014.0,3299637.0,22593472.4,3638.518045,SLV,0.0,117.27,26.13,72.51532,71.65915,73.36578,1214.2,6209526.0,11.11,,5155000.0,1.35,0.04,0.4155984144442803,531.3830717513704
El Salvador,2015.0,3218895.0,23438237.939999998,3761.513349,SLV,0.0,109.89,26.77,70.40596,69.68756,71.1178,1223.0,6231066.0,13.06,,5620000.0,1.14,0.04,0.4055194183774289,516.5881728744328
El Salvador,2016.0,3531032.0,24191430.0,3870.312982,SLV,0.0,108.51,26.47,68.60551,67.93453,69.27002,1214.1,6250510.0,10.850000000000001,,6085000.0,0.8,0.04,0.3997858016920802,564.9190226077552
El Salvador,2017.0,2999961.0,24979190.0,3986.049014,SLV,0.0,141.57,26.13,66.49004,65.91277,67.06124,1205.2,6266654.0,10.25,,6550000.0,1.11,0.04,0.3800718790983761,478.71814847285333
El Salvador,2018.0,3010478.0,26020853.74,4145.862947,SLV,0.0,122.03,26.25,66.24542,65.81443,66.67133,1195.7,6276342.0,13.21,,10290000.0,1.36,0.03,0.3861057120065728,479.65486903040016
Eritrea,1995.0,312677.0,639723.72,296.55006,ERI,0.0,35.55,26.6,35.22713,30.72354,39.71084,7407.0,2157220.0,0.75,,,,0.02,,144.94441920620056
Eritrea,1996.0,339340.0,748455.449,330.579204,ERI,0.0,36.11,26.5,37.0631,32.56448,41.54423,7338.0,2264073.0,2.21,,,,0.02,,149.88032629689943
Eritrea,1999.0,558761.0,793700.799,336.816697,ERI,0.0,27.95,26.86,40.60605,35.39593,45.79953,7467.0,2356477.0,4.619999999999999,,,,0.02,,237.11710320109214
Eritrea,2000.0,434653.0,706370.812,295.196923,ERI,0.0,23.91,26.69,44.84121,39.04174,50.61678,7530.0,2392880.0,4.56,,,,0.02,,181.64429474106515
Eritrea,2001.0,498716.0,752371.6819999999,305.602758,ERI,0.0,27.74,26.82,44.37248,38.65218,50.06268,7532.0,2461927.0,2.2199999999999998,,,,0.02,,202.57140037052275
Eritrea,2002.0,340215.0,729321.669,286.297714,ERI,0.0,25.25,27.1,46.60608,39.5868,53.57332,7532.0,2547424.0,1.37,,,,0.01,,133.55256133254613
Eritrea,2004.0,643703.0,1109054.002,401.374524,ERI,0.0,25.48,27.06,49.08908,40.72065,57.36708,7500.0,2763140.0,0.0,,,,0.01,,232.9606896501806
Eritrea,2009.0,1187062.0,1296676.4230000002,420.468066,ERI,0.0,20.3,27.41,46.60576,40.51295,52.60166,7592.0,3083888.0,0.63,,,,0.01,,384.9238364039161
Eritrea,2010.0,1324862.0,1589515.447,504.97246,ERI,0.0,27.75,27.21,46.15683,40.77253,51.45059,7592.0,3147727.0,0.09,,,,0.02,,420.89482347103166
Eritrea,2014.0,2242009.0,2604234.1459999997,783.599493,ERI,0.0,28.67,26.91,52.24391,47.1243,57.22024,7592.0,3323425.0,0.30000000000000004,,,,0.02,,674.6079721973567
Eritrea,2015.0,2415891.0,2013196.7480000001,602.752435,ERI,0.0,20.04,27.62,49.13658,45.01411,53.13496,7592.0,3340006.0,0.3,,,,0.02,,723.3193593065402
Estonia,1992.0,1591331.0,4339668.801,2817.269754,EST,10.84,54.29,6.56,76.2406,77.42136,75.10938,1374.0,1540381.0,73.17,,2973801.0,2.1,0.04,0.3950344817150475,1033.076232438598
Estonia,1993.0,1103269.0,4187510.3,2783.441968,EST,12.36,62.94,5.24,73.60568,74.54958,72.69678,1320.0,1504436.0,43.17,,2973801.0,2.1,0.04,0.3950344817150475,733.3439242347298
Estonia,1994.0,938265.0,4191743.5020000003,2840.459992,EST,11.09,61.05,5.46,74.74824,76.68666,72.87574,1101.0,1475727.0,28.25,,2973801.0,2.1,0.04,0.34784122024130704,635.798491184345
Estonia,1995.0,722700.0,4475860.193,3080.90392,EST,11.36,62.47,6.31,76.70344,78.4814,74.98544,991.0,1452775.0,19.27,,3531602.0,2.1,0.04,0.3006479587675666,497.4617542289756
Estonia,1996.0,770135.0,4783105.051,3333.940942,EST,12.07,51.79,4.7,79.02461,80.96241,77.15921,1005.0,1434670.0,15.45,,-7618522.0,2.1,0.04,0.3385393614990504,536.8028884691253
Estonia,1998.0,533769.0,5670074.153,4018.060594,EST,11.13,69.07,5.54,84.02704,87.42179,80.79799,1043.0,1411147.0,22.960000000000004,,5941755.0,2.1,0.04,0.3764307642305342,378.25187595622566
Estonia,1999.0,439559.0,5763855.972999999,4106.7789,EST,11.01,56.2,6.6,85.21891,88.9139,81.73056,1001.0,1403498.0,19.44,,-1065407.0,2.1,0.04,0.36713737279722675,313.1881912193676
Estonia,2000.0,474739.0,5690808.433999999,4073.950988,EST,8.67,63.74,7.09,88.38783,93.23492,83.84337,986.0,1396877.0,25.080000000000002,,5988557.0,2.1,0.04,0.3578439813639193,339.85741049498273
Estonia,2001.0,526366.0,6254916.259,4506.440051,EST,11.52,67.29,6.14,90.80906,96.63974,85.37074,890.0,1387995.0,21.4,,894847.0,2.1,0.03,0.3601245483372094,379.22759087748875
Estonia,2002.0,537604.0,7368066.172,5342.120423,EST,12.43,50.38,6.37,91.88222,98.396,85.80244,698.2,1379240.0,19.58,,3576302.0,2.27,0.04,0.3579157437717958,389.782778921725
Estonia,2003.0,625611.0,9874168.127,7203.951474,EST,11.5,59.84,5.85,92.16299,99.27926,85.5055,828.7,1370660.0,28.489999999999995,,8013237.0,2.41,0.02,0.3490962432151921,456.43047874746475
Estonia,2004.0,757345.0,12145863.020000001,8914.525732,EST,11.49,66.0,6.01,92.73537,99.91826,85.99465,770.4,1362480.0,32.14,,-1117506.0,2.03,0.02,0.3537818865049199,555.857700663496
Estonia,2005.0,903356.0,14104149.590000002,10411.563615,EST,11.57,54.2,6.08,93.87717,101.00048,87.17303,881.9,1354662.0,26.63,,16788539.0,1.62,0.09,0.334489426179419,666.849738163468
Estonia,2006.0,923376.0,17031639.07,12646.859173,EST,10.02,49.46,6.65,93.14492,100.84369,85.88582,898.5,1346709.0,31.409999999999997,,20824421.0,1.76,0.11,0.3367107169543647,685.6536935596331
Estonia,2007.0,1482673.0,22444324.990000002,16742.324549,EST,8.76,65.31,6.91,92.86374,100.68279,85.48582,914.6,1340574.0,33.92,,23130470.0,2.32,0.17,0.3118015820499509,1105.9986244698166
Estonia,2008.0,1211414.0,24313206.2,18184.746573,EST,7.94,77.37,7.29,92.03756,100.31294,84.22965,906.8,1337011.0,44.87,,13036950.0,1.86,0.23,0.3191707808349102,906.0613562640846
Estonia,2009.0,1006684.0,19641737.12,14717.850724,EST,11.04,68.11,6.02,92.30528,100.65014,84.43437,931.8,1334552.0,31.02,,-11252454.0,2.48,0.12,0.3144361223785002,754.3235482768749
Estonia,2010.0,1252942.0,19535115.35,14671.124191,EST,12.13,69.32,5.01,94.08245,101.65911,86.93692,948.8,1331535.0,33.12,,30461761.0,1.51,0.13,0.3200120112345742,940.975640895658
Estonia,2011.0,1528353.0,23183616.05,17465.051652,EST,9.12,60.8,6.97,95.4956,102.56827,88.8245,946.0,1327429.0,34.07,,59080704.0,1.73,0.16,0.3249163323213634,1151.3632744199501
Estonia,2012.0,1687679.0,23020466.779999997,17404.385015,EST,11.43,78.37,5.37,96.61178,103.59842,90.01352,955.9,1322682.0,38.03,,178981208.0,1.65,0.14,0.3291576051057381,1275.9521941025885
Estonia,2013.0,1664782.0,25108615.09,19050.802735,EST,10.52,53.87,6.68,97.29252,103.89825,91.04709,965.0,1317982.0,39.870000000000005,,38780796.0,1.8,0.12,0.3507978511887407,1263.1295419816054
Estonia,2014.0,1673524.0,26598657.88,20234.409879,EST,9.67,59.67,6.9,97.29116,103.76627,91.16593,974.0,1314526.0,42.46,,12487877.0,1.33,0.31,0.3459155633335024,1273.1007222375215
Estonia,2015.0,1477992.0,22881558.19,17404.964329,EST,7.5,57.85,7.45,97.53415,103.75974,91.64801,993.0,1314657.0,42.449999999999996,,26073449.0,1.29,0.48,0.3267032993155648,1124.2415322019356
Estonia,2016.0,1055651.0,24056487.77,18281.033865,EST,10.19,67.41,6.48,97.91209,103.9285,92.23153,1003.0,1315926.0,41.94,,28115384.0,1.33,0.55,0.311968259270128,802.211522532422
