Country Name,Country Code,Series,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Europe & Central Asia,ECS,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.91667,81.35221,82.12309,82.77236,84.25843,85.49938,86.11787,85.32471,85.33887,85.63991,85.90831,86.13844,86.1888,87.47026,88.14741,88.61571,91.8487,92.31818,92.64528,93.50064,94.45677,95.14354,95.45873,..,..,..,..
Europe & Central Asia,ECS,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.01998,81.62537,82.44979,83.24119,84.8445,86.29642,87.0074,86.46409,86.63129,87.10299,87.45747,87.80451,87.91248,89.13534,89.76539,90.11164,93.51744,93.87996,94.17409,94.94811,95.72381,96.4875,96.83556,..,..,..,..
Europe & Central Asia,ECS,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.81712,81.08907,81.80861,82.3213,83.69497,84.73331,85.26345,84.23099,84.09896,84.23748,84.4237,84.54247,84.53836,85.87737,86.60168,87.18797,90.25785,90.83077,91.1908,92.1249,93.25342,93.86795,94.15255,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.02289,76.97235,77.54625,79.58124,81.21306,81.65501,80.15856,78.84123,79.3301,79.79908,79.67282,79.38217,80.93845,82.33224,83.30027,86.69815,87.91763,88.38866,89.81667,90.97614,92.27182,92.94016,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.27537,76.17967,76.96113,79.00599,80.92242,81.36732,80.27381,79.21137,79.94738,80.52367,80.59322,80.4458,81.84031,83.09118,83.84622,87.2081,88.24744,88.67676,89.93291,90.77497,92.17512,92.91419,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.74832,77.7409,78.11295,80.13787,81.49408,81.93285,80.04735,78.4843,78.7356,79.10148,78.78739,78.35961,80.07253,81.60487,82.77766,86.21065,87.60273,88.11391,89.70594,91.16762,92.36379,92.96484,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.05516,77.07125,77.72454,79.70392,81.34807,81.92624,80.37246,79.40432,79.90838,80.46966,80.57479,80.43546,81.85779,83.02992,83.80707,87.31991,88.20302,88.54922,89.79797,90.88125,92.02853,92.60448,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.64318,76.66402,77.53222,79.57202,81.47573,82.05577,80.92666,80.16584,80.89692,81.58232,81.90931,81.92797,83.28314,84.34297,84.89902,88.41746,89.10206,89.38751,90.47661,91.26714,92.48776,93.11248,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.45395,77.46514,77.91041,79.8313,81.22487,81.80135,79.83856,78.67115,78.9577,79.40002,79.29284,79.00261,80.49114,81.77314,82.76309,86.27189,87.34548,87.75043,89.15188,90.51408,91.59179,92.12164,..,..,..,..
European Union,EUU,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.46755,85.99626,86.60722,87.34635,88.3516,89.23371,89.94482,89.90567,91.20304,91.2937,91.35197,91.86651,92.25709,93.24074,93.21293,93.19267,96.28898,96.10383,96.2741,96.60129,97.38498,97.54445,97.57548,..,..,..,..
European Union,EUU,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.38676,87.31097,88.05324,88.85593,90.06586,91.0715,91.95047,92.03502,93.39733,93.58689,93.70257,94.26541,94.63476,95.6389,95.63446,95.55549,98.99107,98.75737,98.89642,99.21058,99.93598,100.15235,100.19308,..,..,..,..
European Union,EUU,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.58824,84.73841,85.22451,85.90306,86.71332,87.47727,88.02835,87.87207,89.10847,89.10572,89.10933,89.57782,89.98925,90.95444,90.90636,90.94373,93.71956,93.58265,93.78483,94.12668,94.96726,95.07411,95.09661,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,62.06076,64.06047,65.89559,67.50761,68.28353,68.48326,..,..,..,..,65.12415,64.17066,..,..,63.97362,64.34257,66.1339,..,..,..,..,74.0737,..,..,..,..,..,..,..,..,..,..,..,75.33269,77.89662,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,59.66358,..,64.4275,65.6449,67.20174,67.71447,..,..,..,..,..,..,..,..,..,63.82579,65.71797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.8039,79.07987,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,64.38529,..,67.32708,69.32719,69.34086,69.23401,..,..,..,..,..,..,..,..,..,64.8426,66.53498,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.94542,76.78272,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,66.85714,68.07158,68.92407,71.19538,72.82833,74.11976,75.34687,76.09574,76.92296,77.1705,77.30307,77.942,78.81059,79.5905,80.23963,81.14236,81.83803,82.90428,84.46104,86.7245,89.21513,92.25578,93.68502,95.67554,96.09067,97.13156,98.63418,100.3352,102.06021,104.00264,105.35374,105.64457,106.87927,100.12523,101.03932,101.292,101.26365,101.20941,99.8798,100.65382,101.34852,100.85926,115.14956,114.80653,115.36164,115.73394,116.81186,117.94248,..,..,..,..,..
Finland,FIN,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,68.68478,69.83851,72.3345,..,..,76.70135,77.54598,78.46632,78.91496,79.14321,80.20357,81.09188,82.25459,83.16433,84.04214,84.96393,86.11591,87.67381,90.51733,93.5424,97.3684,98.53873,100.48311,100.60008,102.15068,103.15022,104.48871,106.38147,108.30608,110.06137,110.60876,111.47478,103.37481,104.44318,104.94947,105.09729,105.20447,103.69191,104.39623,105.20126,104.49691,120.3492,120.07072,120.5905,120.87369,121.99085,123.31199,..,..,..,..,..
Finland,FIN,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,67.48601,68.05007,70.10566,..,..,74.0491,74.70661,75.44506,75.50064,75.54247,75.77714,76.62641,77.03986,77.43964,78.36634,78.84387,79.8267,81.38179,83.08973,85.07021,87.36094,89.04071,91.07761,91.77925,92.3333,94.31735,96.36429,97.92741,99.88503,100.84724,100.89075,102.47687,97.01112,97.7765,97.78556,97.58963,97.38151,96.22742,97.06808,97.65837,97.37391,110.16783,109.76349,110.35369,110.8138,111.86027,112.81493,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.18543,46.31005,48.2983,49.8959,51.56622,52.28026,53.32706,53.01473,53.88808,54.92653,56.00145,57.36608,58.72166,59.49914,58.73182,58.32162,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.34838,41.38336,43.00337,44.68112,45.90475,47.17199,48.33594,48.25155,49.39143,50.55586,51.80572,53.26882,55.03274,55.89629,55.16025,55.09707,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.91236,51.1245,53.47319,54.99207,57.09825,57.27131,58.20373,57.66786,58.27985,59.1938,60.0956,61.36203,62.31803,63.0099,62.21026,61.46067,..,..,..,..,..,..,..,..
France,FRA,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,69.92604,71.1247,72.37901,74.25906,73.6942,73.01258,73.27675,73.75258,73.58437,74.01193,73.84738,74.04404,73.95144,..,75.13908,76.30477,77.46181,78.66244,80.49094,81.63127,83.5657,85.45048,86.12567,90.92731,91.68139,92.39132,92.40139,92.52768,88.73713,88.01687,87.37534,86.71287,87.1454,87.1871,90.58543,90.45356,89.89722,89.56634,89.43579,90.21918,90.5913,91.20133,91.26027,91.20008,91.86989,92.56415,93.08696,93.81115,..,..,..,..,..
France,FRA,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.7246,74.97429,..,75.3009,75.33879,..,76.39394,77.51807,78.72199,80.00697,82.18115,83.25851,85.23882,87.28466,88.02623,92.02954,92.73649,93.54089,93.68351,93.74593,90.11158,89.2916,88.62561,88.15972,88.82296,88.87986,92.30565,92.1854,91.72187,91.34858,91.31315,92.19917,92.65386,93.32847,93.42148,93.41249,93.98104,94.64424,95.21462,95.9954,..,..,..,..,..
France,FRA,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.48734,73.08599,..,72.83494,72.61653,..,73.93216,75.13875,76.24998,77.36921,78.86542,80.06686,81.95806,83.68705,84.2976,89.86686,90.66628,91.28562,91.16722,91.35431,87.41786,86.79072,86.17058,85.31739,85.52734,85.55614,88.92962,88.78855,88.14692,87.85742,87.63682,88.32156,88.61554,89.16423,89.19317,89.08382,89.84978,90.5738,91.05273,91.72293,..,..,..,..,..
French Polynesia,PYF,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,60.04466,61.89695,64.1682,65.75566,69.00747,70.87978,69.83193,73.14611,70.88938,71.64701,..,..,73.11546,74.07567,..,..,75.39425,74.81212,75.4972,..,..,..,..,..,..,..,..,..,75.73397,..,74.93375,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,54.90224,56.69066,59.05437,..,..,65.81073,65.15537,68.39068,66.62616,67.9457,..,..,69.32312,70.4383,..,..,72.40076,71.94831,73.96109,..,..,..,..,..,..,..,..,..,74.22135,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,65.21167,67.14127,69.32517,..,..,75.97735,74.53065,77.91977,75.16515,75.35633,..,..,76.90681,77.70858,..,..,78.37576,77.66167,77.02418,..,..,..,..,..,..,..,..,..,77.22005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.59316,..,..,..,..,..,..,..,..,..,..,..,..,51.07429,50.9973,50.64585,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.04417,..,..,..,..,..,..,..,..,..,..,..,..,51.27594,51.12716,50.43874,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.1345,..,..,..,..,..,..,..,..,..,..,..,..,50.87316,50.86792,50.85198,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.97337,..,..,..,..,..,..,..,..,..,78.39438,..,..,..,69.11413,70.05048,73.68328,..,78.67629,81.76883,82.75576,83.6953,84.4356,83.82405,84.7344,81.76421,83.92821,79.98757,76.72596,..,..,..,79.86538,81.4917,83.63261,85.58927,88.35228,90.0915,92.63526,..,..,..,..
Georgia,GEO,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.60115,..,..,..,..,..,..,..,..,..,77.24031,..,..,..,69.55794,70.84949,73.94985,..,80.08227,83.29105,85.03447,86.20674,86.46146,86.50281,87.538,86.50935,..,82.007,..,..,..,..,81.59243,83.45611,85.62091,87.10893,89.99151,91.6905,94.67095,..,..,..,..
Georgia,GEO,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.15316,..,..,..,..,..,..,..,..,..,79.49963,..,..,..,68.68736,69.28477,73.42877,..,77.34856,80.3417,80.63779,81.36714,82.56341,81.3573,82.16299,77.43115,..,78.14631,..,..,..,..,78.29165,79.70617,81.8307,84.21599,86.8778,88.65701,90.81005,..,..,..,..
Germany,DEU,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.15098,77.93867,82.97745,85.04547,86.63957,87.81584,88.68855,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.27495,94.695,95.21169,95.79725,96.22452,95.79343,..,..,..,..,..
Germany,DEU,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.51533,80.05592,82.26982,84.12648,85.66705,86.91868,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.36291,93.9026,94.74933,95.37551,95.73573,95.55163,..,..,..,..,..
Germany,DEU,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.24847,85.76312,87.69357,89.0387,89.86827,90.38068,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.13911,95.44343,95.64705,96.19321,96.68125,96.01836,..,..,..,..,..
Ghana,GHA,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,42.24625,..,41.33061,39.89559,39.54925,41.37617,..,..,..,..,..,43.8688,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.75681,46.62233,43.95464,45.55483,44.59381,46.60498,49.96519,51.86554,55.32079,58.47673,58.66217,..,62.6687,64.39169,68.77323,67.28402,70.15829,69.80808,69.4832,69.45021,71.55388,..,..,..,..
Ghana,GHA,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,36.33529,..,35.71298,34.57906,33.98722,35.32185,..,..,..,..,..,37.76821,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.62584,43.66826,41.51152,43.07688,42.30136,43.97359,47.45474,49.81922,53.39313,56.27912,56.6776,..,60.69452,62.56325,66.89746,65.80095,68.81658,69.03226,68.72518,68.99053,71.47255,..,..,..,..
Ghana,GHA,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,47.87578,..,46.67623,44.95181,44.83951,47.14165,..,..,..,..,..,49.74575,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.77017,49.46401,46.30356,47.93674,46.79665,49.13233,52.37508,53.82873,57.16974,60.58379,60.56411,..,64.55954,66.14264,70.5695,68.70429,71.4433,70.5512,70.20938,69.8906,71.6318,..,..,..,..
Gibraltar,GIB,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,60.7013,61.33426,50.31958,51.34412,50.88619,51.73741,52.09966,53.17507,52.94461,52.44512,52.80157,54.3935,54.63665,55.83715,54.70206,..,..,..,..,..,..,..,..,..,..,..,..,..,71.06079,71.68464,81.492,..,..,..,..,..,..,79.78212,81.56158,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,61.2509,62.23227,50.65398,51.97713,51.24224,52.89059,55.71017,54.3687,54.61078,54.38052,54.09329,55.7945,55.60366,56.75218,54.72479,..,..,..,..,..,..,..,..,..,..,..,..,..,66.1445,70.62696,80.75262,..,..,..,..,..,..,80.73987,81.57971,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,60.17455,60.47413,50,50.73948,50.5467,50.63781,48.66469,52.04105,51.36364,50.61086,51.578,53.06998,53.72593,54.97609,54.6807,..,..,..,..,..,..,..,..,..,..,..,..,..,75.69277,72.67905,82.18741,..,..,..,..,..,..,78.89132,81.54472,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.55352,44.74541,45.70944,46.51147,47.8069,48.92874,50.09628,51.02624,51.96809,52.66008,53.42695,54.39794,55.39492,56.36307,57.25835,58.22082,58.21661,58.31342,58.76765,58.94591,59.78449,60.34258,..,..,..,..
Global Partnership for Education,FTI,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.94864,40.37638,41.45573,42.34591,43.51964,44.83465,45.74873,47.09002,48.26937,49.0988,50.054,51.17601,52.34413,53.43565,54.58715,55.54993,55.7215,55.95924,56.41587,56.69538,57.51008,58.13662,..,..,..,..
Global Partnership for Education,FTI,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.04893,49.0119,49.86357,50.57959,51.99482,52.92735,54.34152,54.86879,55.57756,56.13454,56.71679,57.53829,58.36629,59.21247,59.8569,60.81776,60.64127,60.59973,61.05001,61.1292,61.98989,62.48062,..,..,..,..
Greece,GRC,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,62.70944,64.62797,65.84662,67.14014,67.89956,68.61973,68.76547,68.16815,67.69548,67.53121,68.29513,69.62053,69.1426,70.90755,72.06913,72.76197,73.00616,72.68927,72.28273,71.78238,74.97364,74.25839,73.26091,73.74061,73.05167,73.75244,74.61344,78.79246,78.22906,80.69596,83.22875,87.69419,88.50404,91.15424,96.09318,97.73373,96.00157,..,..,102.89836,103.41519,105.56304,106.64066,106.77672,..,113.76818,116.46615,118.66204,..,..,..,..,..
Greece,GRC,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,58.51664,60.35641,61.5564,62.7968,63.50369,64.58262,65.04037,65.00708,65.01606,65.05388,66.64788,68.40378,68.86735,71.11785,72.41551,72.9766,72.86065,72.26768,71.77611,71.53965,..,74.10935,73.7895,72.73783,73.89185,74.34659,75.28042,80.28786,80.26734,82.55062,85.81711,89.67656,90.1029,92.7032,96.86093,97.95327,95.72143,..,..,102.93187,103.71264,105.62106,106.38448,106.11182,..,113.16156,115.99853,118.22222,..,..,..,..,..
Greece,GRC,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,66.66205,68.65014,69.87681,71.20741,72.00176,72.37467,72.22015,71.09112,70.16622,69.81012,69.80771,70.73799,69.39545,70.71427,71.75042,72.5641,73.14133,73.08323,72.75822,72.0109,..,74.39852,72.7655,74.6776,72.26873,73.19997,73.99408,77.40563,76.34079,78.97876,80.83178,85.84711,87.00457,89.69162,95.363,97.52338,96.26913,..,..,102.86676,103.13597,105.50845,106.88207,107.404,..,114.34186,116.90927,119.07949,..,..,..,..,..
Greenland,GRL,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
